file,kind,detail
L_68466.xml,unresolved-entity-key,Pound/Joyce
L_68466.xml,unresolved-entity-key,LI
L_68466.xml,unresolved-entity-key,the French Minister of Foreign Affairs
L_68466.xml,unresolved-entity-key,the Egoist Ltd.
L_68466.xml,unresolved-entity-key,LII
L_68466.xml,unresolved-entity-key,Éditions de La Sirène
L_68466.xml,unresolved-entity-key,Pound/Joyce
L_68466.xml,unresolved-entity-key,"The Selected Letters of Ezra Pound to John Quinn, 1915-1924"
L_68466.xml,unresolved-entity-key,Pound/Joyce
L_68466.xml,unresolved-entity-key,LII
L_68466.xml,unresolved-entity-key,Pound/Joyce
L_68466.xml,unresolved-entity-key,JJ
L_68466.xml,unresolved-entity-key,Pound/Joyce
L_68466.xml,unresolved-entity-key,The Cornell Joyce Collection: A Catalogue
L_68466.xml,unresolved-entity-key,LI
L_68466.xml,unresolved-entity-key,A Bibliography of James Joyce
L_68485.xml,unresolved-entity-key,Mr Hecht
L_68485.xml,unresolved-entity-key,Mr Brock
L_68485.xml,unresolved-entity-key,Mr Oikawa
L_68485.xml,unresolved-entity-key,LI
L_68485.xml,unresolved-entity-key,The Odyssey
L_68485.xml,unresolved-entity-key,Freeman’s Journal
L_68485.xml,unresolved-entity-key,The Odyssey
L_68485.xml,unresolved-entity-key,Future
L_68485.xml,unresolved-entity-key,Egoist Ltd.
L_68485.xml,unresolved-entity-key,Chamber Music
L_68485.xml,unresolved-entity-key,the British Civil List
L_68485.xml,unresolved-entity-key,Winston Churchill
L_68485.xml,unresolved-entity-key,Wallace Stevens
L_68485.xml,unresolved-entity-key,William Carlos Williams
L_68485.xml,unresolved-entity-key,Amy Lowell
L_68485.xml,unresolved-entity-key,Carl Sandburg
L_68485.xml,unresolved-entity-key,Chamber Music
L_68485.xml,unresolved-entity-key,Chicago Daily News
L_68485.xml,unresolved-entity-key,James Joyce Quarterly
L_68485.xml,unresolved-entity-key,Pound/
L_68485.xml,unresolved-entity-key,: The Letters of Ezra Pound to Margaret Anderson:
L_68485.xml,unresolved-entity-key,Correspondence
L_68485.xml,unresolved-entity-key,The Odyssey
L_68485.xml,unresolved-entity-key,Hamlet
L_68485.xml,unresolved-entity-key,The Odyssey
L_68485.xml,unresolved-entity-key,Pound/Joyce
L_68485.xml,unresolved-entity-key,Mercure de France
L_68485.xml,unresolved-entity-key,Mercure
L_68485.xml,unresolved-entity-key,Times Literary Supplement
L_68485.xml,unresolved-entity-key,Regent Theatre
L_68485.xml,unresolved-entity-key,W.G. Fay
L_68485.xml,unresolved-entity-key,Maja Maag
L_68485.xml,unresolved-entity-key,LI
L_68485.xml,unresolved-entity-key,Ove Brusendorff
L_68485.xml,unresolved-entity-key,LI
L_68485.xml,unresolved-entity-key,Englische Moderne Malerei
L_68485.xml,unresolved-entity-key,the Contemporary Arts Society
L_68485.xml,unresolved-entity-key,the Zurich Kunsthaus
L_68485.xml,unresolved-entity-key,Vanessa Bell
L_68485.xml,unresolved-entity-key,Max Beerbohm
L_68485.xml,unresolved-entity-key,Frederick Etchells
L_68485.xml,unresolved-entity-key,Roger Fry
L_68485.xml,unresolved-entity-key,Duncan Grant
L_68485.xml,unresolved-entity-key,Paul Nash
L_68485.xml,unresolved-entity-key,Will Rothenstein
L_68485.xml,unresolved-entity-key,Walter Sickert
L_68485.xml,unresolved-entity-key,Horace Taylor
L_68485.xml,unresolved-entity-key,Ausstellung 8. - 28. August 1918
L_68485.xml,unresolved-entity-key,the Ministry of Information
L_68485.xml,unresolved-entity-key,James Joyce and the Making of Ulysses
L_68485.xml,unresolved-entity-key,JJ
L_68485.xml,unresolved-entity-key,Victoria and Albert Museum
L_68485.xml,unresolved-entity-key,the Egoist Ltd.
L_68485.xml,unresolved-entity-key,Alfred A. Knopf
L_68485.xml,unresolved-entity-key,LII
L_68485.xml,unresolved-entity-key,Neue Zürcher Zeitung
L_68485.xml,unresolved-entity-key,Zürcher Post
L_68485.xml,unresolved-entity-key,LI
L_68485.xml,unresolved-entity-key,LII
L_68485.xml,unresolved-entity-key,LII
L_68496.xml,unresolved-entity-key,Miss Maag
L_68496.xml,unresolved-entity-key,Pound/Joyce
L_68496.xml,unresolved-entity-key,Ulysses
L_68496.xml,unresolved-entity-key,The Little Review
L_68496.xml,unresolved-entity-key,the Egoist Ltd.
L_68496.xml,unresolved-entity-key,A Bibliography of James Joyce
L_68496.xml,unresolved-entity-key,The Future
L_68496.xml,unresolved-entity-key,LII
L_68496.xml,unresolved-entity-key,Verbannte
L_68496.xml,unresolved-entity-key,Regent Theatre
L_68496.xml,unresolved-entity-key,W.G. Fay
L_68496.xml,unresolved-entity-key,The Cornell Joyce Collection: A Catalogue
L_68496.xml,unresolved-entity-key,the Army Nursing Corps
L_68496.xml,unresolved-entity-key,Theodore Dreiser
L_68496.xml,unresolved-entity-key,Joyce’s Non-Fiction Writings: “Outside His Jurisfiction”
L_68496.xml,unresolved-entity-key,In Defense of Marion: The Love of Marion Bloom and H.L. Mencken
L_68496.xml,unresolved-entity-key,Action: Cahiers de philosophie et d’art
L_68496.xml,unresolved-entity-key,LI
L_68496.xml,unresolved-entity-key,The Cornell Joyce Collection
L_68496.xml,unresolved-entity-key,LII
L_68496.xml,unresolved-entity-key,LI
L_68496.xml,unresolved-entity-key,Action
L_68496.xml,unresolved-entity-key,Dedalus
L_68496.xml,unresolved-entity-key,Mercure de France
L_68496.xml,unresolved-entity-key,Mercure de France
L_68496.xml,unresolved-entity-key,J.M. Synge
L_68496.xml,unresolved-entity-key,LI
L_68496.xml,unresolved-entity-key,Esuli
L_68496.xml,unresolved-entity-key,Il Convegno
L_68496.xml,unresolved-entity-key,LI
L_68496.xml,unresolved-entity-key,Ove Brusendorff
L_68496.xml,unresolved-entity-key,JJ
L_68496.xml,unresolved-entity-key,Pound/Joyce
L_68496.xml,unresolved-entity-key,The Cornell Joyce Collection
L_68496.xml,unresolved-entity-key,Dorothy Richardson
L_68496.xml,unresolved-entity-key,Close-Up
L_68496.xml,unresolved-entity-key,James Joyce Quarterly
L_68503.xml,unresolved-entity-key,Extracts from Continental Press Notices of A Portrait of the Artist as a Young M
L_68504.xml,unresolved-entity-key,Pound/Joyce
L_68504.xml,unresolved-entity-key,Odyssey
L_68504.xml,unresolved-entity-key,Pound/Joyce
L_68504.xml,unresolved-entity-key,Ulysses in Progress
L_68504.xml,unresolved-entity-key,Pound/
L_68504.xml,unresolved-entity-key,: The Letters of Ezra Pound to Margaret Anderson:
L_68504.xml,unresolved-entity-key,Correspondence
L_68504.xml,unresolved-entity-key,The Selected Letters of Ezra Pound to John Quinn
L_68504.xml,unresolved-entity-key,Pound/
L_68504.xml,unresolved-entity-key,Pound/Joyce
L_68504.xml,unresolved-entity-key,Two Worlds Monthly
L_68504.xml,unresolved-entity-key,"Without Copyrights: Piracy, Publishing, and the Public Domain"
L_68504.xml,unresolved-entity-key,Pound/Joyce
L_68504.xml,unresolved-entity-key,Pound/Joyce
L_68504.xml,unresolved-entity-key,Pound/Joyce
L_68504.xml,unresolved-entity-key,Olivia Shakespear
L_68504.xml,unresolved-entity-key,Pound/Joyce
L_68504.xml,unresolved-entity-key,The Odyssey
L_68504.xml,unresolved-entity-key,Shakespeare
L_68504.xml,unresolved-entity-key,the National Library
L_68504.xml,unresolved-entity-key,Hamlet
L_68504.xml,unresolved-entity-key,Pound/Joyce
L_68504.xml,unresolved-entity-key,Pound/Joyce
L_68504.xml,unresolved-entity-key,Instigations
L_68518.xml,unresolved-entity-key,de Gourmont
L_68518.xml,unresolved-entity-key,Oscar Wilde
L_68518.xml,unresolved-entity-key,the British Consulate
L_68518.xml,unresolved-entity-key,LII
L_68518.xml,unresolved-entity-key,LII
L_68518.xml,unresolved-entity-key,LII
L_68518.xml,unresolved-entity-key,LII
L_68518.xml,unresolved-entity-key,"James Sibley Watson, Jr."
L_68518.xml,unresolved-entity-key,LI
L_68518.xml,unresolved-entity-key,JJ
L_68518.xml,unresolved-entity-key,James Joyce Quarterly
L_68518.xml,unresolved-entity-key,James Joyce Online Notes
L_68518.xml,unresolved-entity-key,Augustine Birrell
L_68518.xml,unresolved-entity-key,Pound/Joyce
L_68518.xml,unresolved-entity-key,LII
L_68518.xml,unresolved-entity-key,Flaubert
L_68518.xml,unresolved-entity-key,LII
L_68518.xml,unresolved-entity-key,Pound/Joyce
L_68518.xml,unresolved-entity-key,Seán Thomas O’Kelly
L_68518.xml,unresolved-entity-key,Charles Stewart Parnell
L_68518.xml,unresolved-entity-key,JJ
L_68518.xml,unresolved-entity-key,Frederic Manning
L_68518.xml,unresolved-entity-key,Poor Richard’s Almanack
L_68518.xml,unresolved-entity-key,JJ
L_68518.xml,unresolved-entity-key,JJ
L_68518.xml,unresolved-entity-key,The Little Review
L_68518.xml,unresolved-entity-key,JJ
L_68518.xml,unresolved-entity-key,Verbannte
L_68518.xml,unresolved-entity-key,Neue Zürcher Zeitung
L_68518.xml,unresolved-entity-key,Verbannte: Schauspiel in drei Akten
L_68518.xml,unresolved-entity-key,Verbannte
L_68518.xml,unresolved-entity-key,A Bibliography of James Joyce
L_68518.xml,unresolved-entity-key,Esuli
L_68518.xml,unresolved-entity-key,Il Convegno
L_68553.xml,unresolved-entity-key,LI
L_68553.xml,unresolved-entity-key,The Selected Letters of Ezra Pound 1907-1941
L_68553.xml,unresolved-entity-key,The Odyssey
L_68553.xml,unresolved-entity-key,Pound/Joyce
L_68553.xml,unresolved-entity-key,JJ
L_68553.xml,unresolved-entity-key,Bulletin of Research in the Humanities
L_68553.xml,unresolved-entity-key,"The Selected Letters of Ezra Pound to John Quinn, 1915-1924"
L_68553.xml,unresolved-entity-key,Pound/Joyce
L_68553.xml,unresolved-entity-key,James Joyce Quarterly
L_68553.xml,unresolved-entity-key,Studies in Bibliography
L_68553.xml,unresolved-entity-key,LII
L_68553.xml,unresolved-entity-key,"The Selected Letters of Ezra Pound to John Quinn, 1915-1924"
L_68553.xml,unresolved-entity-key,LII
L_68553.xml,unresolved-entity-key,LI
L_68553.xml,unresolved-entity-key,The Odyssey
L_68557.xml,unresolved-entity-key,the Egoist Press
L_68557.xml,unresolved-entity-key,Ezra Pound: A Bibliography
L_68557.xml,unresolved-entity-key,Homage to Sextus Propertius
L_68557.xml,unresolved-entity-key,"Ezra Pound: Poet, A Portrait of the Man and his Work"
L_68557.xml,unresolved-entity-key,Verbannte: Schauspiel in drei Akten
L_68557.xml,unresolved-entity-key,Bulletin of Research in the Humanities
L_68557.xml,unresolved-entity-key,LI
L_68557.xml,unresolved-entity-key,LII
L_68557.xml,unresolved-entity-key,Pound/Joyce
L_68562.xml,unresolved-entity-key,Benezit Dictionary of Artists
L_68571.xml,unresolved-entity-key,Otello
L_68571.xml,unresolved-entity-key,Forza del destino
L_68571.xml,unresolved-entity-key,Tosca
L_68571.xml,unresolved-entity-key,"Edoardo Marchioro: Pittore, scenografo del Teatro alla Scala"
L_68571.xml,unresolved-entity-key,"Edoardo Marchioro, pittore e scenografo della Scala"
L_68575.xml,unresolved-entity-key,Benezit Dictionary of Artists
L_68575.xml,unresolved-entity-key,Ezra Pound to his Parents: Letters 1885-1929
L_68575.xml,unresolved-entity-key,JJ
L_68575.xml,unresolved-entity-key,LI
L_68575.xml,unresolved-entity-key,Pound/Joyce
L_68575.xml,unresolved-entity-key,Pound/Joyce
L_68575.xml,unresolved-entity-key,"The Selected Letters of Ezra Pound to John Quinn, 1915-1924"
L_68575.xml,unresolved-entity-key,LI
L_68575.xml,unresolved-entity-key,The Odyssey
L_68575.xml,unresolved-entity-key,Pound/Joyce
L_68576.xml,unresolved-entity-key,JJJMU
L_68594.xml,unresolved-entity-key,Friuli
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,Cantos
L_68602.xml,unresolved-entity-key,Personae: The Shorter Poems
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,LIII
L_68602.xml,unresolved-entity-key,Pomes Penyeach
L_68602.xml,unresolved-entity-key,"Ezra Pound: Poet, A Portrait of the Man and his Work"
L_68602.xml,unresolved-entity-key,The Waste Land
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,James Joyce and Censorship: The Trials of
L_68602.xml,unresolved-entity-key,Poesia
L_68602.xml,unresolved-entity-key,Poetry
L_68602.xml,unresolved-entity-key,Poesia
L_68602.xml,unresolved-entity-key,Poesia
L_68602.xml,unresolved-entity-key,Il Convegno
L_68602.xml,unresolved-entity-key,Poesia
L_68602.xml,unresolved-entity-key,Pomes Penyeach
L_68602.xml,unresolved-entity-key,LI
L_68602.xml,unresolved-entity-key,Esuli
L_68602.xml,unresolved-entity-key,Il Convegno
L_68602.xml,unresolved-entity-key,Il Convegno
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,LII
L_68602.xml,unresolved-entity-key,Il Convegno: Rivista di letteratura e di arte
L_68602.xml,unresolved-entity-key,Enzo Ferrieri
L_68602.xml,unresolved-entity-key,Poesia
L_68602.xml,unresolved-entity-key,Il Convegno
L_68602.xml,unresolved-entity-key,Poesia
L_68602.xml,unresolved-entity-key,"Little Magazine, World Form"
L_68602.xml,unresolved-entity-key,Il Piccolo della Sera
L_68602.xml,unresolved-entity-key,CW
L_68602.xml,unresolved-entity-key,Tarr
L_68602.xml,unresolved-entity-key,La Nazione della Domenica
L_68602.xml,unresolved-entity-key,Tarr
L_68602.xml,unresolved-entity-key,Tarr
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,JJ
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68602.xml,unresolved-entity-key,Pound/Joyce
L_68605.xml,unresolved-entity-key,Ezra Pound to his Parents: Letters 1885-1929
L_68605.xml,unresolved-entity-key,Ulysses
L_68605.xml,unresolved-entity-key,Pound/Joyce
L_68605.xml,unresolved-entity-key,LII
L_68605.xml,unresolved-entity-key,Pound/Joyce
L_68605.xml,unresolved-entity-key,Pound/Joyce
L_68605.xml,unresolved-entity-key,Pound/Joyce
L_68605.xml,unresolved-entity-key,LI
L_68605.xml,unresolved-entity-key,Pound/Joyce
L_68605.xml,unresolved-entity-key,"The Selected Letters of Ezra Pound to John Quinn, 1915-1924"
L_68605.xml,unresolved-entity-key,The Dial
L_68605.xml,unresolved-entity-key,The Little Review
L_68605.xml,unresolved-entity-key,The Egoist
L_68605.xml,unresolved-entity-key,The New Age
L_68605.xml,unresolved-entity-key,The Dial
L_68605.xml,unresolved-entity-key,Times Literary Supplement
L_68605.xml,unresolved-entity-key,Ezra Pound to his Parents: Letters
L_68605.xml,unresolved-entity-key,The New Age
L_68607.xml,unresolved-entity-key,Pound/Joyce
L_68607.xml,unresolved-entity-key,LII
L_68607.xml,unresolved-entity-key,LII
L_68607.xml,unresolved-entity-key,SL
L_68607.xml,unresolved-entity-key,Pound/Joyce
L_68607.xml,unresolved-entity-key,Pound/Joyce
L_68607.xml,unresolved-entity-key,Pound/Joyce
L_68607.xml,unresolved-entity-key,"The Selected Letters of Ezra Pound to John Quinn, 1915-1924"
L_68607.xml,unresolved-entity-key,The Letters of T.S. Eliot
L_68607.xml,unresolved-entity-key,A Serious Character: The Life of Ezra Pound
L_68611.xml,unresolved-entity-key,your friend
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,"The Selected Letters of Ezra Pound to John Quinn, 1915-1924"
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,LI
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,JJ
L_68611.xml,unresolved-entity-key,Lucia Joyce: To Dance in the Wake
L_68611.xml,unresolved-entity-key,JJ
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,Ulysses
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,JJ
L_68611.xml,unresolved-entity-key,New York Herald
L_68611.xml,unresolved-entity-key,A Serious Character: The Life of Ezra Pound
L_68611.xml,unresolved-entity-key,Hugh Selwyn Mauberley
L_68611.xml,unresolved-entity-key,Homage to Sextus Propertius
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,Ulysses
L_68611.xml,unresolved-entity-key,The Odyssey
L_68611.xml,unresolved-entity-key,The Little Review
L_68611.xml,unresolved-entity-key,Ulysses
L_68611.xml,unresolved-entity-key,Ulysses
L_68611.xml,unresolved-entity-key,Ulysses
L_68611.xml,unresolved-entity-key,The Odyssey
L_68611.xml,unresolved-entity-key,Ulysses
L_68611.xml,unresolved-entity-key,The Little Review
L_68611.xml,unresolved-entity-key,Ulysses
L_68611.xml,unresolved-entity-key,The Little Review
L_68611.xml,unresolved-entity-key,The Egoist
L_68611.xml,unresolved-entity-key,Ulysses
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,Poesia
L_68611.xml,unresolved-entity-key,Il Convegno
L_68611.xml,unresolved-entity-key,Exiles
L_68611.xml,unresolved-entity-key,Esuli
L_68611.xml,unresolved-entity-key,Il Convegno
L_68611.xml,unresolved-entity-key,Il Convegno
L_68611.xml,unresolved-entity-key,Ulysses
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,LII
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,The Dial
L_68611.xml,unresolved-entity-key,Athenaeum
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,A Serious Character
L_68611.xml,unresolved-entity-key,The Odyssey
L_68611.xml,unresolved-entity-key,U
L_68611.xml,unresolved-entity-key,Elegia di Madonna Fiammetta
L_68611.xml,unresolved-entity-key,La Fiammetta
L_68611.xml,unresolved-entity-key,JJ
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,Poeti d’Oggi [1900-1925]
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,JJ
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68611.xml,unresolved-entity-key,Pound/Joyce
L_68612.xml,unresolved-entity-key,LII
L_68612.xml,unresolved-entity-key,Pound/Joyce
L_68613.xml,unresolved-entity-key,Pound/Joyce
L_68613.xml,unresolved-entity-key,Pound/Joyce
L_68613.xml,unresolved-entity-key,SL
L_68628.xml,unresolved-entity-key,an American
L_68628.xml,unresolved-entity-key,LIII
L_68628.xml,unresolved-entity-key,Institutions of Modernism: Literary Elites and Public Culture
L_68628.xml,unresolved-entity-key,Pound/Joyce
L_68628.xml,unresolved-entity-key,Paris and its Environs
L_68628.xml,unresolved-entity-key,Ulysses
L_68628.xml,unresolved-entity-key,Bulletin of Research in the Humanities
L_68628.xml,unresolved-entity-key,Pound/Joyce
L_68628.xml,unresolved-entity-key,New York Herald
L_68628.xml,unresolved-entity-key,College Literature
L_68628.xml,unresolved-entity-key,U
L_68628.xml,unresolved-entity-key,LIII
L_68628.xml,unresolved-entity-key,James Joyce Quarterly
L_68628.xml,unresolved-entity-key,Hugh Selwyn Mauberley
L_68628.xml,unresolved-entity-key,Institutions of Modernism
L_68628.xml,unresolved-entity-key,LIII
L_68628.xml,unresolved-entity-key,Pound/Joyce
L_68628.xml,unresolved-entity-key,Institutions of Modernism
L_68628.xml,unresolved-entity-key,JJ
L_68628.xml,unresolved-entity-key,LI
L_68628.xml,unresolved-entity-key,LIII
L_68631.xml,unresolved-entity-key,JJ
L_68631.xml,unresolved-entity-key,LI
L_68631.xml,unresolved-entity-key,Dedalus; Portrait de l’artiste jeune par lui-même
L_68631.xml,unresolved-entity-key,James Joyce Quarterly
L_68631.xml,unresolved-entity-key,Studies in Bibliography
L_68631.xml,unresolved-entity-key,LII
L_68631.xml,unresolved-entity-key,Pound/Joyce
L_68631.xml,unresolved-entity-key,LI
L_68631.xml,unresolved-entity-key,Pound/Joyce
L_68631.xml,unresolved-entity-key,A Portrait
L_68631.xml,unresolved-entity-key,Les Exilés
L_68631.xml,unresolved-entity-key,JJ
L_68631.xml,unresolved-entity-key,Pound/Joyce
L_68631.xml,unresolved-entity-key,LI
L_68631.xml,unresolved-entity-key,Studies in Bibliography
L_68631.xml,unresolved-entity-key,LIII
L_68631.xml,unresolved-entity-key,Pound/Joyce
L_68631.xml,unresolved-entity-key,Bulletin of Research in the Humanities
L_68631.xml,unresolved-entity-key,JJ
L_68631.xml,unresolved-entity-key,The Autobiography of Alice B. Toklas
L_68631.xml,unresolved-entity-key,Selected Writings of Gertrude Stein
L_68640.xml,unresolved-entity-key,LIII
L_68640.xml,unresolved-entity-key,JJ
L_68640.xml,unresolved-entity-key,Ann Veronica: A Modern Love Story
L_68640.xml,unresolved-entity-key,Pomes Penyeach
L_68640.xml,unresolved-entity-key,James Joyce Quarterly
L_68640.xml,unresolved-entity-key,LI
L_68640.xml,unresolved-entity-key,Le Petit Parisien
L_68640.xml,unresolved-entity-key,LIII
L_68640.xml,unresolved-entity-key,LI
L_68640.xml,unresolved-entity-key,JJ
L_68640.xml,unresolved-entity-key,"The Selected Letters of Ezra Pound to John Quinn, 1915-1924"
L_68640.xml,unresolved-entity-key,LII
L_68640.xml,unresolved-entity-key,LIII
L_68640.xml,unresolved-entity-key,LIII
L_68640.xml,unresolved-entity-key,Dictionary of Banking: A Concise Encyclopædia of Banking Law and Practice
L_68640.xml,unresolved-entity-key,The Odyssey
L_68643.xml,unresolved-entity-key,vieux monsieur
L_68643.xml,unresolved-entity-key,James Joyce Quarterly
L_68643.xml,unresolved-entity-key,Blasting and Bombardiering
L_68643.xml,unresolved-entity-key,LI
L_68643.xml,unresolved-entity-key,Pound/Joyce
L_68643.xml,unresolved-entity-key,Modernism and the Law
L_68643.xml,unresolved-entity-key,Bulletin of Research in the Humanities
L_68643.xml,unresolved-entity-key,John Butler Yeats
L_68643.xml,unresolved-entity-key,Pound/Joyce
L_68643.xml,unresolved-entity-key,LI
L_68643.xml,unresolved-entity-key,"James Sibley Watson, Jr."
L_68643.xml,unresolved-entity-key,"Ezra Pound: Poet, A Portrait of the Man and his Work"
L_68643.xml,unresolved-entity-key,Pomes Penyeach
L_68643.xml,unresolved-entity-key,The Letters of T.S. Eliot
L_68643.xml,unresolved-entity-key,Blasting and Bombardiering
L_68643.xml,unresolved-entity-key,JJ
L_68645.xml,unresolved-entity-key,The Letters of T.S. Eliot
L_68645.xml,unresolved-entity-key,Le Petit Parisien
L_68645.xml,unresolved-entity-key,"The Selected Letters of Ezra Pound to John Quinn, 1915-1924"
L_68645.xml,unresolved-entity-key,Mon chant de guerre
L_68645.xml,unresolved-entity-key,The Letters of T.S. Eliot
L_68645.xml,unresolved-entity-key,Les Exilés
L_68645.xml,unresolved-entity-key,JJ
L_68645.xml,unresolved-entity-key,JJ
L_68645.xml,unresolved-entity-key,LI
L_68645.xml,unresolved-entity-key,Shakespeare and Company
L_68645.xml,unresolved-entity-key,JJ
L_68645.xml,unresolved-entity-key,Belphégor: essai sur l'esthétique de la présente société française
L_68645.xml,unresolved-entity-key,Selected Letters of Ezra Pound to John Quinn
L_68645.xml,unresolved-entity-key,La Trahison des Clercs
L_68645.xml,unresolved-entity-key,The Great Betrayal
L_68645.xml,unresolved-entity-key,Mercure de France
L_68645.xml,unresolved-entity-key,Mercure
L_68645.xml,unresolved-entity-key,LIII
L_68645.xml,unresolved-entity-key,Mercure
L_68645.xml,unresolved-entity-key,LIII
L_68645.xml,unresolved-entity-key,Mercure de France
L_68645.xml,unresolved-entity-key,Ezra Pound to His Parents: Letters 1895-1929
L_68645.xml,unresolved-entity-key,Hugh Selwyn Mauberley
L_68645.xml,unresolved-entity-key,Les Lauriers sont coupés
L_68645.xml,unresolved-entity-key,LI
L_68645.xml,unresolved-entity-key,Les Lauriers sont coupés
L_68645.xml,unresolved-entity-key,We’ll to the Woods No More
L_68645.xml,unresolved-entity-key,JJ
L_68645.xml,unresolved-entity-key,Le Sang Nouveau
L_68645.xml,unresolved-entity-key,LII
L_68645.xml,unresolved-entity-key,Pound/Joyce
L_68645.xml,unresolved-entity-key,LII
L_68645.xml,unresolved-entity-key,LIII
L_68645.xml,unresolved-entity-key,Des Imagistes
L_68645.xml,unresolved-entity-key,English Review
L_68645.xml,unresolved-entity-key,Joyce Studies Annual
L_68645.xml,unresolved-entity-key,Dedalus; Portrait de l’artiste jeune par lui-même
L_68645.xml,unresolved-entity-key,Pilgrimage
L_68645.xml,unresolved-entity-key,College English
L_68645.xml,unresolved-entity-key,Ett porträtt av konstnären som ung
L_68645.xml,unresolved-entity-key,El Artista Adolescente (Retrato)
L_68645.xml,unresolved-entity-key,LIII
L_68645.xml,unresolved-entity-key,LIII
L_68645.xml,unresolved-entity-key,The New Criterion
L_68645.xml,unresolved-entity-key,JJ
L_68645.xml,unresolved-entity-key,Don Giovanni
L_68656.xml,unresolved-entity-key,LI
L_68656.xml,unresolved-entity-key,James Joyce and the Making of Ulysses
L_68656.xml,unresolved-entity-key,JJ
L_68656.xml,unresolved-entity-key,LIII
L_68656.xml,unresolved-entity-key,Bits of Fun
L_68656.xml,unresolved-entity-key,LI
L_68656.xml,unresolved-entity-key,LI
L_68656.xml,unresolved-entity-key,Communist Manifesto
L_68656.xml,unresolved-entity-key,Myselves When Young
L_68656.xml,unresolved-entity-key,James Joyce and the Making of Ulysses
L_68658.xml,unresolved-entity-key,JJ
L_68658.xml,unresolved-entity-key,Le Voile du bonheur
L_68658.xml,unresolved-entity-key,The Veil of Happiness
L_68658.xml,unresolved-entity-key,LIII
L_68658.xml,unresolved-entity-key,The Veil of Illusion
L_68658.xml,unresolved-entity-key,A Caprice
L_68658.xml,unresolved-entity-key,Manchester Guardian
L_68658.xml,unresolved-entity-key,Ulysses
L_68658.xml,unresolved-entity-key,LI
L_68658.xml,unresolved-entity-key,LII
L_68658.xml,unresolved-entity-key,LII
L_68658.xml,unresolved-entity-key,U
L_68658.xml,unresolved-entity-key,Hamlet
L_68658.xml,unresolved-entity-key,Hamlet ou le Distrait
L_68671.xml,unresolved-entity-key,Bulletin of Research in the Humanities
L_68671.xml,unresolved-entity-key,LI
L_68671.xml,unresolved-entity-key,LI
L_68671.xml,unresolved-entity-key,LIII
L_68671.xml,unresolved-entity-key,James Joyce Quarterly
L_68671.xml,unresolved-entity-key,Studies in Bibliography
L_68671.xml,unresolved-entity-key,LIII
L_68671.xml,unresolved-entity-key,LI
L_68671.xml,unresolved-entity-key,LIII
L_68671.xml,unresolved-entity-key,LI
L_68671.xml,unresolved-entity-key,LIII
L_68671.xml,unresolved-entity-key,A Story-Teller’s Holiday
L_68671.xml,unresolved-entity-key,JJ
L_68671.xml,unresolved-entity-key,Action: Cahiers de philosophie et d’art
L_68671.xml,unresolved-entity-key,LI
L_68671.xml,unresolved-entity-key,The Cornell Joyce Collection
L_68671.xml,unresolved-entity-key,LII
L_68671.xml,unresolved-entity-key,LI
L_68671.xml,unresolved-entity-key,Action
L_68671.xml,unresolved-entity-key,Dedalus; Portrait de l’artiste jeune par lui-même
